"Dynasty CSV"
19281,1
"","Actual"
"Time (sec)",""
0,0
0.10000000000000001,-2.0321887272174875e-024
0.20000000000000001,-1.0854233508539941e-025
0.30099999999999999,-2.9999690533193894e-026
0.40000000000000002,-6.0155621449199037e-011
0.5,-1.502532080970548e-010
0.59999999999999998,-2.0215483792256569e-010
0.69999999999999996,-2.2813720784481654e-010
0.80000000000000004,-2.3692664597924285e-010
0.90000000000000002,-2.3467137249747652e-010
1,-2.2565594978991867e-010
1.1000000000000001,-2.1282493456702501e-010
1.2,-1.9816531044796423e-010
1.3,-1.8298421265366986e-010
1.4019999999999999,-1.6782271227982549e-010
1.5009999999999999,-1.5391681574396492e-010
1.6040000000000001,-1.4058015134275804e-010
1.702,-1.2907827133080209e-010
1.8009999999999999,-1.186544573023856e-010
1.9039999999999999,-1.0904153622627015e-010
2.0019999999999998,-1.0098546574759801e-010
2.101,-9.3832741080415849e-011
2.2040000000000002,-8.7334562685080994e-011
2.302,-8.1943080485043833e-011
2.4009999999999998,-7.7183437182100114e-011
2.504,-7.2868791020068548e-011
2.6019999999999999,-6.9284959292284559e-011
2.7010000000000001,-6.6108269699105325e-011
2.8039999999999998,-6.3208479961073225e-011
2.9020000000000001,-6.07768098125464e-011
3.0009999999999999,-5.8596140597149637e-011
3.1040000000000001,-5.6577332206411598e-011
3.202,-5.4857292190521563e-011
3.3010000000000002,-5.3288203469818756e-011
3.4039999999999999,-5.1808109129839355e-011
3.5019999999999998,-5.0522207653750007e-011
3.601,-4.9325994646002532e-011
3.7040000000000002,-4.8174702314103394e-011
3.802,-4.715451179979168e-011
3.9009999999999998,-4.6187522865083167e-011
4.0039999999999996,-4.5239638402714582e-011
4.1020000000000003,-4.4385164821742011e-011
4.2009999999999996,-4.3562540685708981e-011
4.3040000000000003,-4.2744297122967505e-011
4.4000000000000004,-4.2011880886465776e-011
4.5,-4.1276230174792783e-011
4.5999999999999996,-4.0565276428290174e-011
4.7000000000000002,-3.9876350295375154e-011
4.7999999999999998,-3.9207216661246212e-011
4.9000000000000004,-3.855600140860724e-011
5,-3.7921130248342273e-011
5.0999999999999996,-3.7301277829074614e-011
5.2000000000000002,-3.6695325376803248e-011
5.2999999999999998,-3.6102325448799347e-011
5.4000000000000004,-3.5521472710591031e-011
5.5,-3.49520796939741e-011
5.5999999999999996,-3.4393556714824943e-011
5.7000000000000002,-3.3845394944792508e-011
5.7999999999999998,-3.3307153090594925e-011
5.9000000000000004,-3.2778445664698749e-011
6,-3.2258933609695635e-011
6.0999999999999996,-3.1748316511230897e-011
6.2000000000000002,-3.1246326134350262e-011
6.2999999999999998,-3.0752721108538476e-011
6.4000000000000004,-3.0267282520730259e-011
6.5,-2.9789810274063427e-011
6.5999999999999996,-2.9320120086723787e-011
6.7000000000000002,-2.8858041011978281e-011
6.7999999999999998,-2.840341338559727e-011
6.9000000000000004,-2.7956087123091922e-011
7,-2.7515920336726706e-011
7.0999999999999996,-2.708277816212349e-011
7.2000000000000002,-2.6656531804284853e-011
7.2999999999999998,-2.6237057746500138e-011
7.4000000000000004,-2.5824237083158697e-011
7.5,-2.5417954983844032e-011
7.5999999999999996,-2.5018100235088494e-011
7.7000000000000002,-2.4624564867248381e-011
7.7999999999999998,-2.4237243818351888e-011
7.9000000000000004,-2.3856034702490593e-011
8,-2.3480837604762484e-011
8.0999999999999996,-2.3111554756125682e-011
8.1999999999999993,-2.2748090592561419e-011
8.3000000000000007,-2.2390351482518464e-011
8.4000000000000004,-2.2038245645508486e-011
8.5,-2.1691683056923507e-011
8.5999999999999996,-2.1350575362180677e-011
8.6999999999999993,-2.1014835806992946e-011
8.8000000000000007,-2.0684379179995846e-011
8.9000000000000004,-2.0359121749358415e-011
9,-2.0038981217033199e-011
9.0999999999999996,-1.9723876678354664e-011
9.1999999999999993,-1.9413728581215634e-011
9.3000000000000007,-1.9108458681258431e-011
9.4000000000000004,-1.8807990031428838e-011
9.5,-1.851224692535392e-011
9.5999999999999996,-1.8221154891431266e-011
9.6999999999999993,-1.7934640659334263e-011
9.8000000000000007,-1.7652632130668868e-011
9.9000000000000004,-1.7375058365786989e-011
10,-1.7101849554545223e-011
10.1,-1.6832936999634442e-011
10.199999999999999,-1.656825309265854e-011
10.300000000000001,-1.6307731300325598e-011
10.4,-1.6051306141032097e-011
10.5,-1.5798913170404511e-011
10.6,-1.5550488962746886e-011
10.699999999999999,-1.53059710924385e-011
10.800000000000001,-1.5065298119830362e-011
10.9,-1.4828409575472846e-011
11,-1.4595245939528556e-011
11.1,-1.4365748634584196e-011
11.199999999999999,-1.4139860000849854e-011
11.300000000000001,-1.3917523290934739e-011
11.4,-1.369868264914715e-011
11.5,-1.3483283099229005e-011
11.6,-1.3271270527505749e-011
11.699999999999999,-1.3062591676339274e-011
11.800000000000001,-1.2857194123976496e-011
11.9,-1.2655026270473006e-011
12,-1.2456037332004193e-011
12.1,-1.2260177322669262e-011
12.199999999999999,-1.2067397039133205e-011
12.300000000000001,-1.1877648056370032e-011
12.4,-1.1690882710110373e-011
12.5,-1.1507054081648992e-011
12.6,-1.1326115996132254e-011
12.699999999999999,-1.114802300313497e-011
12.800000000000001,-1.0972730358415451e-011
12.9,-1.0800194038231926e-011
13,-1.0630370698172557e-011
13.1,-1.0463217675938368e-011
13.199999999999999,-1.029869298495824e-011
13.300000000000001,-1.0136755300210291e-011
13.4,-9.977363936399032e-012
13.5,-9.8204788638216758e-012
13.6,-9.6660606639807592e-012
13.699999999999999,-9.5140705516322216e-012
13.800000000000001,-9.3644703505417154e-012
13.9,-9.2172224735260627e-012
14,-9.0722899438191508e-012
14.1,-8.9296363423373205e-012
14.199999999999999,-8.7892258403268289e-012
14.300000000000001,-8.6510231697522699e-012
14.4,-8.5149936121060164e-012
14.5,-8.3811029947321855e-012
14.6,-8.2493176889817888e-012
14.699999999999999,-8.1196045878380956e-012
14.800000000000001,-7.9919311091280961e-012
14.9,-7.8662651818102808e-012
15,-7.7425752363479179e-012
15.1,-7.6208302040989429e-012
15.199999999999999,-7.5009995016859203e-012
15.300000000000001,-7.3830530327659095e-012
15.4,-7.2669611667322876e-012
15.5,-7.152694735586729e-012
15.6,-7.0402250486346776e-012
15.699999999999999,-6.9295238402313471e-012
15.800000000000001,-6.8205633086043909e-012
15.9,-6.7133160881028245e-012
16,-6.6077552268196764e-012
16.100000000000001,-6.5038542207456199e-012
16.199999999999999,-6.4015869648022091e-012
16.300000000000001,-6.3009277650158494e-012
16.399999999999999,-6.2018513469446875e-012
16.5,-6.1043328112733737e-012
16.600000000000001,-6.0083476691724502e-012
16.699999999999999,-5.9138718053580902e-012
16.800000000000001,-5.820881489121363e-012
16.899999999999999,-5.7293533656347968e-012
17,-5.6396699140219371e-012
17.100000000000001,-5.5530283533027186e-012
17.199999999999999,-5.4690077190221021e-012
17.300000000000001,-5.3869815403997186e-012
17.399999999999999,-5.306530185754147e-012
17.5,-5.2273784272529643e-012
17.600000000000001,-5.1493507377446266e-012
17.699999999999999,-5.0723395151637586e-012
17.800000000000001,-4.9962826646748175e-012
17.899999999999999,-4.9211478857719671e-012
18,-4.8469217504343263e-012
18.100000000000001,-4.773602191012569e-012
18.199999999999999,-4.7011934440086352e-012
18.300000000000001,-4.6297026740036237e-012
18.399999999999999,-4.5591377937875487e-012
18.5,-4.4895061192786346e-012
18.600000000000001,-4.4208135884376658e-012
18.699999999999999,-4.3530643550283313e-012
18.800000000000001,-4.2862606216713197e-012
18.899999999999999,-4.2204026587354013e-012
19,-4.1554888993504026e-012
19.100000000000001,-4.091516079889833e-012
19.201000000000001,-4.02785378274379e-012
19.303999999999998,-3.9639078895080256e-012
19.402000000000001,-3.903974933696899e-012
19.501000000000001,-3.8443222029260387e-012
